the_geom,trip_start_timestamp,pickup_centroid_latitude,pickup_centroid_longitude,pickup_centroid_location,dropoff_centroid_latitude,dropoff_centroid_longitude,dropoff_centroid_location
000000000200000002C055ECBA22A3370A4044E89F74B5E49DC055EC85CC1EF4594044E2CBEEA12005,2021-01-31T23:00,41.8173662079,-87.6988607973,POINT (41.8173662079 -87.6988607973),41.7718485152,-87.695666342,POINT (41.7718485152 -87.695666342)
000000000200000002C055ECBEF60D77884044F61D051F8AC6C055EA7712502DA34044EFDF688C41A8,2021-01-31T23:00,41.9227606205,-87.6991553432,POINT (41.9227606205 -87.6991553432),41.874005383,-87.6635175498,POINT (41.874005383 -87.6635175498)
000000000200000002C055ECBEF60D77884044F61D051F8AC6C055EE4D0B415A464044FA0EFAA51B5A,2021-01-31T23:00,41.9227606205,-87.6991553432,POINT (41.9227606205 -87.6991553432),41.9535821253,-87.7234523905,POINT (41.9535821253 -87.7234523905)
000000000200000002C055E7986AA254364044EAE5256BBADDC055EAB974A2B69B4044ECD5873E12D9,2021-01-31T23:00,41.8351179863,-87.6186777673,POINT (41.8351179863 -87.6186777673),41.8502663663,-87.667569312,POINT (41.8502663663 -87.667569312)
000000000200000002C055E7B38FFEC5804044EDB8335F7553C055E991392C6FC04044F61A958BC4A4,2021-01-31T23:00,41.8571838585,-87.6203346241,POINT (41.8571838585 -87.6203346241),41.9226862843,-87.6494887289,POINT (41.9226862843 -87.6494887289)
000000000200000002C055EE4D0B415A464044FA0EFAA51B5AC055ED84796FB2B44044F82636C34516,2021-01-31T23:00,41.9535821253,-87.7234523905,POINT (41.9535821253 -87.7234523905),41.9386661962,-87.7112105933,POINT (41.9386661962 -87.7112105933)
000000000200000002C055EAE403874FE94045013B5292BC33C055E991392C6FC04044F61A958BC4A4,2021-01-31T23:00,42.0096228806,-87.6701668569,POINT (42.0096228806 -87.6701668569),41.9226862843,-87.6494887289,POINT (41.9226862843 -87.6494887289)
000000000200000002C055F9CB66DCDA964044FD5231506611C055ECE29871E2824044F8B00C1CA4EF,2021-01-31T23:00,41.9790708201,-87.9030396611,POINT (41.9790708201 -87.9030396611),41.9428725376,-87.701330291,POINT (41.9428725376 -87.701330291)
000000000200000002C055EB496AA184564044F35AC0334B01C055F088DD7C62F64044FF391A3A3552,2021-01-31T23:00,41.9012069941,-87.6763559892,POINT (41.9012069941 -87.6763559892),41.9939301285,-87.7583535876,POINT (41.9939301285 -87.7583535876)
000000000200000002C055E9FBDFCBF1CA4044F8DC6AD2835BC055E7986AA254364044EAE5256BBADD,2021-01-31T23:00,41.9442266014,-87.6559981815,POINT (41.9442266014 -87.6559981815),41.8351179863,-87.6186777673,POINT (41.8351179863 -87.6186777673)
000000000200000002C055E627DE2F70924044E78A91997C05C055E627DE2F70924044E78A91997C05,2021-01-31T23:00,41.8089162826,-87.5961833442,POINT (41.8089162826 -87.5961833442),41.8089162826,-87.5961833442,POINT (41.8089162826 -87.5961833442)
000000000200000002C055ECBEF60D77884044F61D051F8AC6C055EAE403874FE94045013B5292BC33,2021-01-31T23:00,41.9227606205,-87.6991553432,POINT (41.9227606205 -87.6991553432),42.0096228806,-87.6701668569,POINT (42.0096228806 -87.6701668569)
000000000200000002C055E34A997E0D444044DEE10AAEA714C055E586BB1841004044DF41EE2BD50C,2021-01-31T23:00,41.7412427285,-87.551428197,POINT (41.7412427285 -87.551428197),41.7441995348,-87.5863483178,POINT (41.7441995348 -87.5863483178)
000000000200000002C055EAE403874FE94045013B5292BC33C055EAD1C98F3F484044D84911E0ECD9,2021-01-31T23:00,42.0096228806,-87.6701668569,POINT (42.0096228806 -87.6701668569),41.6897299145,-87.6690544032,POINT (41.6897299145 -87.6690544032)
000000000200000002C055E7E53CA7141A4044DA7178C24155C055E91EADF2A9F24044E37B2AB80A54,2021-01-31T23:00,41.7065878819,-87.6233665115,POINT (41.7065878819 -87.6233665115),41.7771962546,-87.6424975271,POINT (41.7771962546 -87.6424975271)
000000000200000002C055E7D1AE701C464044EF700FF80EA8C055E8D27084EFB64044F254E9E62700,2021-01-31T23:00,41.8706073724,-87.6221729369,POINT (41.8706073724 -87.6221729369),41.8932163595,-87.6378442095,POINT (41.8932163595 -87.6378442095)
000000000200000002C055E4A765C44FDD4044DD66097A8246C055E7E53CA7141A4044DA7178C24155,2021-01-31T23:00,41.7296764229,-87.5727171342,POINT (41.7296764229 -87.5727171342),41.7065878819,-87.6233665115,POINT (41.7065878819 -87.6233665115)
000000000200000002C055E9877F324D204044DBD6CFD29421C055E7986AA254364044EAE5256BBADD,2021-01-31T23:00,41.7174930361,-87.6488950721,POINT (41.7174930361 -87.6488950721),41.8351179863,-87.6186777673,POINT (41.8351179863 -87.6186777673)
000000000200000002C055E870757DDEE84044F22E6FCD75F3C055ED767059BEBF4044F40E38504931,2021-01-31T23:00,41.8920421365,-87.6318639497,POINT (41.8920421365 -87.6318639497),41.9066839592,-87.7103539349,POINT (41.9066839592 -87.7103539349)
000000000200000002C055EA2FC91A8B7E4044E78DE8F69805C055ED55DD1B64E54044DF74FD1D9B9E,2021-01-31T23:00,41.8090182499,-87.6591665992,POINT (41.8090182499 -87.6591665992),41.7457577128,-87.7083657043,POINT (41.7457577128 -87.7083657043)
000000000200000002C055ED55DD1B64E54044DF74FD1D9B9EC055EC85CC1EF4594044E2CBEEA12005,2021-01-31T23:00,41.7457577128,-87.7083657043,POINT (41.7457577128 -87.7083657043),41.7718485152,-87.695666342,POINT (41.7718485152 -87.695666342)
000000000200000002C055F395D4EBAA334044F92749458656C055F0FDFA757E3C4044F6B07CAB5D78,2021-01-31T23:00,41.9465114202,-87.8060200025,POINT (41.9465114202 -87.8060200025),41.9272609555,-87.7655016086,POINT (41.9272609555 -87.7655016086)
000000000200000002C055F9CB66DCDA964044FD5231506611C055E92129434DE64044F08B6E3C2B7C,2021-01-31T23:00,41.9790708201,-87.9030396611,POINT (41.9790708201 -87.9030396611),41.8792550844,-87.642648998,POINT (41.8792550844 -87.642648998)
000000000200000002C055F9CB66DCDA964044FD5231506611C055E9D4CFBDC2EF4044F2FBAFCDDE51,2021-01-31T23:00,41.9790708201,-87.9030396611,POINT (41.9790708201 -87.9030396611),41.8983058696,-87.6536139825,POINT (41.8983058696 -87.6536139825)
000000000200000002C055F141612C116C4044E573AA9D4623C055EB496AA184564044F35AC0334B01,2021-01-31T23:00,41.7925923603,-87.7696154528,POINT (41.7925923603 -87.7696154528),41.9012069941,-87.6763559892,POINT (41.9012069941 -87.6763559892)
000000000200000002C055E8747A3A6BA74044F33BE7F1422CC055E8D27084EFB64044F254E9E62700,2021-01-31T23:00,41.9002656868,-87.6321092196,POINT (41.9002656868 -87.6321092196),41.8932163595,-87.6378442095,POINT (41.8932163595 -87.6378442095)
000000000200000002C055EA0913430B954044F97D6979AC99C055E9B9E20971844044F980122614B4,2021-01-31T23:00,41.9491397709,-87.6568039088,POINT (41.9491397709 -87.6568039088),41.9492209135,-87.6519703953,POINT (41.9492209135 -87.6519703953)
000000000200000002C055E9CB1BE743194044FAA4D1A7D135C055EA02A58260364044F7D69EB0C453,2021-01-31T23:00,41.9581548757,-87.6530217894,POINT (41.9581548757 -87.6530217894),41.9362371791,-87.6564115308,POINT (41.9362371791 -87.6564115308)
000000000200000002C055EB0A488A30BC4044EA3AE4E0BC59C055ECBEF60D77884044F61D051F8AC6,2021-01-31T23:00,41.8299223039,-87.6725026464,POINT (41.8299223039 -87.6725026464),41.9227606205,-87.6991553432,POINT (41.9227606205 -87.6991553432)
000000000200000002C055E627DE2F70924044E78A91997C05C055E78B034F45014044E80EB5F99748,2021-01-31T23:00,41.8089162826,-87.5961833442,POINT (41.8089162826 -87.5961833442),41.8129489392,-87.6178596758,POINT (41.8129489392 -87.6178596758)
000000000200000002C055EC85CC1EF4594044E2CBEEA12005C055E4A875C727524044E17B628852A3,2021-01-31T23:00,41.7718485152,-87.695666342,POINT (41.7718485152 -87.695666342),41.7615779081,-87.5727819867,POINT (41.7615779081 -87.5727819867)
000000000200000002C055EAD1C98F3F484044D84911E0ECD9C055E76EBDC463754044E1B21233CFB4,2021-01-31T23:00,41.6897299145,-87.6690544032,POINT (41.6897299145 -87.6690544032),41.7632467988,-87.6161341112,POINT (41.7632467988 -87.6161341112)
000000000200000002C055E4A875C727524044E17B628852A3C055E61342261F8C4044E3B23CA94CC2,2021-01-31T23:00,41.7615779081,-87.5727819867,POINT (41.7615779081 -87.5727819867),41.7788768603,-87.5949254391,POINT (41.7788768603 -87.5949254391)
000000000200000002C055E62CA7F9FDB44044DD3511DCC3B2C055E76C0B6EB9954044DEBF0FEE3D3E,2021-01-31T23:00,41.728182061,-87.5964755956,POINT (41.728182061 -87.5964755956),41.7402057565,-87.6159695226,POINT (41.7402057565 -87.6159695226)
000000000200000002C055F0FDFA757E3C4044F6B07CAB5D78C055F312F59211304044F6F337568DBE,2021-01-31T23:00,41.9272609555,-87.7655016086,POINT (41.9272609555 -87.7655016086),41.9292973683,-87.7980321814,POINT (41.9292973683 -87.7980321814)
000000000200000002C055EAA98361C65A4044E351A2C4DA73C055E7E53CA7141A4044DA7178C24155,2021-01-31T23:00,41.7759288274,-87.6665962653,POINT (41.7759288274 -87.6665962653),41.7065878819,-87.6233665115,POINT (41.7065878819 -87.6233665115)
000000000200000002C055E7A956F2FBC24044F29074C136DBC055E870757DDEE84044F22E6FCD75F3,2021-01-31T23:00,41.8950334495,-87.6197106717,POINT (41.8950334495 -87.6197106717),41.8920421365,-87.6318639497,POINT (41.8920421365 -87.6318639497)
000000000200000002C055EB496AA184564044F35AC0334B01C055F0DB879CA1494044FA1D93F752B9,2021-01-31T23:00,41.9012069941,-87.6763559892,POINT (41.9012069941 -87.6763559892),41.9540276487,-87.7633990316,POINT (41.9540276487 -87.7633990316)
000000000200000002C055E7BE590F86734044F14742A31477C055ECE29871E2824044F8B00C1CA4EF,2021-01-31T23:00,41.8849871918,-87.6209929134,POINT (41.8849871918 -87.6209929134),41.9428725376,-87.701330291,POINT (41.9428725376 -87.701330291)
000000000200000002C055EA101BD6A3A54044F150E5F6CB6BC055E9CB1BE743194044FAA4D1A7D135,2021-01-31T23:00,41.8852813201,-87.6572331997,POINT (41.8852813201 -87.6572331997),41.9581548757,-87.6530217894,POINT (41.9581548757 -87.6530217894)
000000000200000002C055EA2FC91A8B7E4044E78DE8F69805C055EC85CC1EF4594044E2CBEEA12005,2021-01-31T23:00,41.8090182499,-87.6591665992,POINT (41.8090182499 -87.6591665992),41.7718485152,-87.695666342,POINT (41.7718485152 -87.695666342)
000000000200000002C055EB8461009D754044F5D15AE9F019C055EA9A730527AA4044F6E1B4C91C7F,2021-01-31T23:00,41.9204515116,-87.6799547678,POINT (41.9204515116 -87.6799547678),41.9287630064,-87.665676837,POINT (41.9287630064 -87.665676837)
000000000200000002C055EE2386405CA34044F3357B11A536C055F0FDFA757E3C4044F6B07CAB5D78,2021-01-31T23:00,41.9000696026,-87.7209182385,POINT (41.9000696026 -87.7209182385),41.9272609555,-87.7655016086,POINT (41.9272609555 -87.7655016086)
000000000200000002C055EE2386405CA34044F3357B11A536C055EA7712502DA34044EFDF688C41A8,2021-01-31T23:00,41.9000696026,-87.7209182385,POINT (41.9000696026 -87.7209182385),41.874005383,-87.6635175498,POINT (41.874005383 -87.6635175498)
000000000200000002C055E7A956F2FBC24044F29074C136DBC055E79B8A03E2534044F209BBA24366,2021-01-31T23:00,41.8950334495,-87.6197106717,POINT (41.8950334495 -87.6197106717),41.8909220259,-87.6188683546,POINT (41.8909220259 -87.6188683546)
000000000200000002C055E9FBDFCBF1CA4044F8DC6AD2835BC055EA7712502DA34044EFDF688C41A8,2021-01-31T23:00,41.9442266014,-87.6559981815,POINT (41.9442266014 -87.6559981815),41.874005383,-87.6635175498,POINT (41.874005383 -87.6635175498)
000000000200000002C055EEC387E5294A4044F998C34F0E75C055E92129434DE64044F08B6E3C2B7C,2021-01-31T23:00,41.9499744545,-87.7306842554,POINT (41.9499744545 -87.7306842554),41.8792550844,-87.642648998,POINT (41.8792550844 -87.642648998)
000000000200000002C055ECBA22A3370A4044E89F74B5E49DC055EB496AA184564044F35AC0334B01,2021-01-31T23:00,41.8173662079,-87.6988607973,POINT (41.8173662079 -87.6988607973),41.9012069941,-87.6763559892,POINT (41.9012069941 -87.6763559892)
000000000200000002C055F2FF0683795D4044F511B0B7B06AC055E7A956F2FBC24044F29074C136DB,2021-01-31T23:00,41.9146023652,-87.7968155178,POINT (41.9146023652 -87.7968155178),41.8950334495,-87.6197106717,POINT (41.8950334495 -87.6197106717)
000000000200000002C055EDB23D0612354044EB673321ABD1C055E985BDE6DCC24044EB06F7E07DAD,2021-01-31T23:00,41.8390869059,-87.714003807,POINT (41.8390869059 -87.714003807),41.8361501547,-87.6487879519,POINT (41.8361501547 -87.6487879519)
000000000200000002C055E868F6EA0DC34044EF7D72C817B3C055EA364CED22EC4044ED9C53AC1A3D,2021-01-31T23:00,41.8710158803,-87.6314065252,POINT (41.8710158803 -87.6314065252),41.8563332167,-87.6595642391,POINT (41.8563332167 -87.6595642391)
000000000200000002C055EE7CBC990AEF4044E7CAE221C1C8C055F0DB879CA1494044FA1D93F752B9,2021-01-31T23:00,41.8108790078,-87.7263633246,POINT (41.8108790078 -87.7263633246),41.9540276487,-87.7633990316,POINT (41.9540276487 -87.7633990316)
000000000200000002C055EE8604BF01884044E2881661DCB8C055EC85CC1EF4594044E2CBEEA12005,2021-01-31T23:00,41.7697780588,-87.7269298425,POINT (41.7697780588 -87.7269298425),41.7718485152,-87.695666342,POINT (41.7718485152 -87.695666342)
000000000200000002C055E92129434DE64044F08B6E3C2B7CC055EE178391086A4044EE68F2D7E143,2021-01-31T23:00,41.8792550844,-87.642648998,POINT (41.8792550844 -87.642648998),41.8625777773,-87.7201851765,POINT (41.8625777773 -87.7201851765)
000000000200000002C055EC00411351B44044FCD266C6BDD2C055E9F9EB0437A14044FB9FBA049E1F,2021-01-31T23:00,41.9751709433,-87.6875155152,POINT (41.9751709433 -87.6875155152),41.96581197,-87.6558787862,POINT (41.96581197 -87.6558787862)
000000000200000002C055E80325E754BF4044F07EAADEA50CC055ED2D6B28759E4044F080452B4A8A,2021-01-31T23:00,41.8788655841,-87.6251921424,POINT (41.8788655841 -87.6251921424),41.8789144956,-87.7058971305,POINT (41.8789144956 -87.7058971305)
000000000200000002C055EDB23D0612354044EB673321ABD1C055EC926514D7A84044E5D0ABC130DA,2021-01-31T23:00,41.8390869059,-87.714003807,POINT (41.8390869059 -87.714003807),41.795430631,-87.6964352325,POINT (41.795430631 -87.6964352325)
000000000200000002C055E8D27084EFB64044F254E9E62700C055EBE0B375FA074044E16BE9BC7F74,2021-01-31T23:00,41.8932163595,-87.6378442095,POINT (41.8932163595 -87.6378442095),41.7611057444,-87.6855896618,POINT (41.7611057444 -87.6855896618)
000000000200000002C055E9B69BA4CD044044F8AA2058F3B4C055EB723659F66F4044FC7CEDE1F04B,2021-01-31T23:00,41.9426918444,-87.6517705068,POINT (41.9426918444 -87.6517705068),41.9725625375,-87.6788459662,POINT (41.9725625375 -87.6788459662)
000000000200000002C055E782CB2787E44044EDFF2BE4E03FC055E782CB2787E44044EDFF2BE4E03F,2021-01-31T23:00,41.859349715,-87.6173580061,POINT (41.859349715 -87.6173580061),41.859349715,-87.6173580061,POINT (41.859349715 -87.6173580061)
000000000200000002C055EB496AA184564044F35AC0334B01C055EE4D0B415A464044FA0EFAA51B5A,2021-01-31T23:00,41.9012069941,-87.6763559892,POINT (41.9012069941 -87.6763559892),41.9535821253,-87.7234523905,POINT (41.9535821253 -87.7234523905)
000000000200000002C055E813E7AFD05D4044F23DB1E9320DC055E9CEBFE3EAA74044F9F619EEE7CA,2021-01-31T23:00,41.8925077809,-87.6262149064,POINT (41.8925077809 -87.6262149064),41.9528229157,-87.6532439924,POINT (41.9528229157 -87.6532439924)
000000000200000002C055E8881E6E7AE94044F3262977142BC055E76C0B6EB9954044DEBF0FEE3D3E,2021-01-31T23:00,41.899602111,-87.6333080367,POINT (41.899602111 -87.6333080367),41.7402057565,-87.6159695226,POINT (41.7402057565 -87.6159695226)
000000000200000002C055EB8461009D754044F5D15AE9F019C055E9AF13D0BD284044F6EB029092B0,2021-01-31T23:00,41.9204515116,-87.6799547678,POINT (41.9204515116 -87.6799547678),41.9290469366,-87.6513108767,POINT (41.9290469366 -87.6513108767)
000000000200000002C055E80325E754BF4044F07EAADEA50CC055EE4D0B415A464044FA0EFAA51B5A,2021-01-31T23:00,41.8788655841,-87.6251921424,POINT (41.8788655841 -87.6251921424),41.9535821253,-87.7234523905,POINT (41.9535821253 -87.7234523905)
000000000200000002C055E7E53CA7141A4044DA7178C24155C055EAB974A2B69B4044ECD5873E12D9,2021-01-31T23:00,41.7065878819,-87.6233665115,POINT (41.7065878819 -87.6233665115),41.8502663663,-87.667569312,POINT (41.8502663663 -87.667569312)
000000000200000002C055E87EEB20E8054044F0C46D43CE82C055F4E84337D7154044FD813F5E5A6B,2021-01-31T23:00,41.8809944707,-87.6327464887,POINT (41.8809944707 -87.6327464887),41.9805068217,-87.8266761823,POINT (41.9805068217 -87.8266761823)
000000000200000002C055E76C0B6EB9954044DEBF0FEE3D3EC055E4A875C727524044E17B628852A3,2021-01-31T23:00,41.7402057565,-87.6159695226,POINT (41.7402057565 -87.6159695226),41.7615779081,-87.5727819867,POINT (41.7615779081 -87.5727819867)
000000000200000002C055E79B8A03E2534044F209BBA24366C055E9D7C0CFEB1A4044FE23F5D8DFAB,2021-01-31T23:00,41.8909220259,-87.6188683546,POINT (41.8909220259 -87.6188683546),41.9854724225,-87.6537935286,POINT (41.9854724225 -87.6537935286)
000000000200000002C055EAD1C98F3F484044D84911E0ECD9C055E627DE2F70924044E78A91997C05,2021-01-31T23:00,41.6897299145,-87.6690544032,POINT (41.6897299145 -87.6690544032),41.8089162826,-87.5961833442,POINT (41.8089162826 -87.5961833442)
000000000200000002C055E86017B45BFB4044F3F325B9E969C055E782CB2787E44044EDFF2BE4E03F,2021-01-31T23:00,41.9058577688,-87.6308650266,POINT (41.9058577688 -87.6308650266),41.859349715,-87.6173580061,POINT (41.859349715 -87.6173580061)
000000000200000002C055F06311BE9B104044F1FF788BB8F9C055E68CE8D920574044E96F6BDD0CA5,2021-01-31T23:00,41.8906088526,-87.7560467111,POINT (41.8906088526 -87.7560467111),41.8237128095,-87.6023504372,POINT (41.8237128095 -87.6023504372)
000000000200000002C055F06311BE9B104044F1FF788BB8F9C055EDB23D0612354044EB673321ABD1,2021-01-31T23:00,41.8906088526,-87.7560467111,POINT (41.8906088526 -87.7560467111),41.8390869059,-87.714003807,POINT (41.8390869059 -87.714003807)
000000000200000002C055E9B69BA4CD044044F8AA2058F3B4C055EC62F08C79DE4044ED4A747821FB,2021-01-31T23:00,41.9426918444,-87.6517705068,POINT (41.9426918444 -87.6517705068),41.853834685,-87.6935387966,POINT (41.853834685 -87.6935387966)
000000000200000002C055E7B38FFEC5804044EDB8335F7553C055E4A875C727524044E17B628852A3,2021-01-31T23:00,41.8571838585,-87.6203346241,POINT (41.8571838585 -87.6203346241),41.7615779081,-87.5727819867,POINT (41.7615779081 -87.5727819867)
000000000200000002C055E80325E754BF4044F07EAADEA50CC055E7B38FFEC5804044EDB8335F7553,2021-01-31T23:00,41.8788655841,-87.6251921424,POINT (41.8788655841 -87.6251921424),41.8571838585,-87.6203346241,POINT (41.8571838585 -87.6203346241)
000000000200000002C055EB1FA8652F1C4044F6F266FDEE8BC055E9AF13D0BD284044F6EB029092B0,2021-01-31T23:00,41.9292725315,-87.6738072384,POINT (41.9292725315 -87.6738072384),41.9290469366,-87.6513108767,POINT (41.9290469366 -87.6513108767)
000000000200000002C055E9B69BA4CD044044F8AA2058F3B4C055E8434266553F4044F33A73923E9F,2021-01-31T23:00,41.9426918444,-87.6517705068,POINT (41.9426918444 -87.6517705068),41.9002212967,-87.6291051864,POINT (41.9002212967 -87.6291051864)
000000000200000002C055E76EBDC463754044E1B21233CFB4C055E76EBDC463754044E1B21233CFB4,2021-01-31T23:00,41.7632467988,-87.6161341112,POINT (41.7632467988 -87.6161341112),41.7632467988,-87.6161341112,POINT (41.7632467988 -87.6161341112)
000000000200000002C055E95CDF4FF96B4044F6EC04400CA8C055F1F3116DDC3F4044F6B587B2E591,2021-01-31T23:00,41.9290776551,-87.6462934762,POINT (41.9290776551 -87.6462934762),41.9274148582,-87.7804606984,POINT (41.9274148582 -87.7804606984)
000000000200000002C055EAB974A2B69B4044ECD5873E12D9C055E78C300F63E24044E56BF6246954,2021-01-31T23:00,41.8502663663,-87.667569312,POINT (41.8502663663 -87.667569312),41.7923572233,-87.6179313803,POINT (41.7923572233 -87.6179313803)
000000000200000002C055E782CB2787E44044EDFF2BE4E03FC055EBC9126218A94044F140121D7DAE,2021-01-31T23:00,41.859349715,-87.6173580061,POINT (41.859349715 -87.6173580061),41.8847677845,-87.6841474493,POINT (41.8847677845 -87.6841474493)
000000000200000002C055EA756A1534AA4044FE4C927F92EBC055EB496AA184564044F35AC0334B01,2021-01-31T23:00,41.9867117999,-87.6634164054,POINT (41.9867117999 -87.6634164054),41.9012069941,-87.6763559892,POINT (41.9012069941 -87.6763559892)
000000000200000002C055EAE403874FE94045013B5292BC33C055EE4F2FD933234044FDE7CB654A86,2021-01-31T23:00,42.0096228806,-87.6701668569,POINT (42.0096228806 -87.6701668569),41.9836363072,-87.7235831853,POINT (41.9836363072 -87.7235831853)
000000000200000002C055E985BDE6DCC24044EB06F7E07DADC055ECBA22A3370A4044E89F74B5E49D,2021-01-31T23:00,41.8361501547,-87.6487879519,POINT (41.8361501547 -87.6487879519),41.8173662079,-87.6988607973,POINT (41.8173662079 -87.6988607973)
000000000200000002C055E649D2DB08EF4044DA6254227EF6C055E9877F324D204044DBD6CFD29421,2021-01-31T23:00,41.7061257523,-87.5982558383,POINT (41.7061257523 -87.5982558383),41.7174930361,-87.6488950721,POINT (41.7174930361 -87.6488950721)
000000000200000002C055E34A997E0D444044DEE10AAEA714C055E47BD5AD1CE34044D866AC6BE021,2021-01-31T23:00,41.7412427285,-87.551428197,POINT (41.7412427285 -87.551428197),41.6906333472,-87.5700582686,POINT (41.6906333472 -87.5700582686)
000000000200000002C055E9B3339632F14044F7D902A75989C055E8B04B16C5384044F428B21102DE,2021-01-31T23:00,41.9363101308,-87.6515625922,POINT (41.9363101308 -87.6515625922),41.9074919303,-87.6357600901,POINT (41.9074919303 -87.6357600901)
000000000200000002C055E782CB2787E44044EDFF2BE4E03FC055E868F6EA0DC34044EF7D72C817B3,2021-01-31T22:45,41.859349715,-87.6173580061,POINT (41.859349715 -87.6173580061),41.8710158803,-87.6314065252,POINT (41.8710158803 -87.6314065252)
000000000200000002C055E87EEB20E8054044F0C46D43CE82C055E9263C19EDAF4044EF176D29A413,2021-01-31T22:45,41.8809944707,-87.6327464887,POINT (41.8809944707 -87.6327464887),41.8679024175,-87.6429586652,POINT (41.8679024175 -87.6429586652)
000000000200000002C055F06311BE9B104044F1FF788BB8F9C055E8881E6E7AE94044F3262977142B,2021-01-31T22:45,41.8906088526,-87.7560467111,POINT (41.8906088526 -87.7560467111),41.899602111,-87.6333080367,POINT (41.899602111 -87.6333080367)
000000000200000002C055E7B38FFEC5804044EDB8335F7553C055ED55DD1B64E54044DF74FD1D9B9E,2021-01-31T22:45,41.8571838585,-87.6203346241,POINT (41.8571838585 -87.6203346241),41.7457577128,-87.7083657043,POINT (41.7457577128 -87.7083657043)
000000000200000002C055EBC20991F17C4044FA971438F20FC055EB4D0E1C76A44044FB89C3756FA0,2021-01-31T22:45,41.957735565,-87.683718102,POINT (41.957735565 -87.683718102),41.9651417087,-87.6765780714,POINT (41.9651417087 -87.6765780714)
000000000200000002C055EAD1C98F3F484044D84911E0ECD9C055E78B034F45014044E80EB5F99748,2021-01-31T22:45,41.6897299145,-87.6690544032,POINT (41.6897299145 -87.6690544032),41.8129489392,-87.6178596758,POINT (41.8129489392 -87.6178596758)
000000000200000002C055ED55DD1B64E54044DF74FD1D9B9EC055EAA98361C65A4044E351A2C4DA73,2021-01-31T22:45,41.7457577128,-87.7083657043,POINT (41.7457577128 -87.7083657043),41.7759288274,-87.6665962653,POINT (41.7759288274 -87.6665962653)
000000000200000002C055EAE403874FE94045013B5292BC33C055EB496AA184564044F35AC0334B01,2021-01-31T22:45,42.0096228806,-87.6701668569,POINT (42.0096228806 -87.6701668569),41.9012069941,-87.6763559892,POINT (41.9012069941 -87.6763559892)
000000000200000002C055E8881E6E7AE94044F3262977142BC055EF05F9E3321E4044F6510148B827,2021-01-31T22:45,41.899602111,-87.6333080367,POINT (41.899602111 -87.6333080367),41.9243470769,-87.7347397536,POINT (41.9243470769 -87.7347397536)
000000000200000002C055E8747A3A6BA74044F33BE7F1422CC055E7BE590F86734044F14742A31477,2021-01-31T22:45,41.9002656868,-87.6321092196,POINT (41.9002656868 -87.6321092196),41.8849871918,-87.6209929134,POINT (41.8849871918 -87.6209929134)
000000000200000002C055F312F59211304044F6F337568DBEC055F0DB879CA1494044FA1D93F752B9,2021-01-31T22:45,41.9292973683,-87.7980321814,POINT (41.9292973683 -87.7980321814),41.9540276487,-87.7633990316,POINT (41.9540276487 -87.7633990316)
000000000200000002C055E7986AA254364044EAE5256BBADDC055E7B38FFEC5804044EDB8335F7553,2021-01-31T22:45,41.8351179863,-87.6186777673,POINT (41.8351179863 -87.6186777673),41.8571838585,-87.6203346241,POINT (41.8571838585 -87.6203346241)
000000000200000002C055EA8E9ADF64B64044F32A9841154EC055E9B3339632F14044F7D902A75989,2021-01-31T22:45,41.8997373884,-87.6649539167,POINT (41.8997373884 -87.6649539167),41.9363101308,-87.6515625922,POINT (41.9363101308 -87.6515625922)
000000000200000002C055E61342261F8C4044E3B23CA94CC2C055EE2386405CA34044F3357B11A536,2021-01-31T22:45,41.7788768603,-87.5949254391,POINT (41.7788768603 -87.5949254391),41.9000696026,-87.7209182385,POINT (41.9000696026 -87.7209182385)
000000000200000002C055ED84796FB2B44044F82636C34516C055F37D73CFE9334044FE14F98E0046,2021-01-31T22:45,41.9386661962,-87.7112105933,POINT (41.9386661962 -87.7112105933),41.9850151008,-87.8045320063,POINT (41.9850151008 -87.8045320063)
000000000200000002C055E7E53CA7141A4044DA7178C24155C055E586BB1841004044DF41EE2BD50C,2021-01-31T22:45,41.7065878819,-87.6233665115,POINT (41.7065878819 -87.6233665115),41.7441995348,-87.5863483178,POINT (41.7441995348 -87.5863483178)
000000000200000002C055E8434266553F4044F33A73923E9FC055E782CB2787E44044EDFF2BE4E03F,2021-01-31T22:45,41.9002212967,-87.6291051864,POINT (41.9002212967 -87.6291051864),41.859349715,-87.6173580061,POINT (41.859349715 -87.6173580061)
000000000200000002C055F414FD0C1B1C404500F9730F337DC055F37D73CFE9334044FE14F98E0046,2021-01-31T22:45,42.0076125931,-87.8137810343,POINT (42.0076125931 -87.8137810343),41.9850151008,-87.8045320063,POINT (41.9850151008 -87.8045320063)
000000000200000002C055F141612C116C4044E573AA9D4623C055F141612C116C4044E573AA9D4623,2021-01-31T22:45,41.7925923603,-87.7696154528,POINT (41.7925923603 -87.7696154528),41.7925923603,-87.7696154528,POINT (41.7925923603 -87.7696154528)
000000000200000002C055E4A765C44FDD4044DD66097A8246C055E61342261F8C4044E3B23CA94CC2,2021-01-31T22:45,41.7296764229,-87.5727171342,POINT (41.7296764229 -87.5727171342),41.7788768603,-87.5949254391,POINT (41.7788768603 -87.5949254391)
000000000200000002C055EA2FC91A8B7E4044E78DE8F69805C055E61342261F8C4044E3B23CA94CC2,2021-01-31T22:45,41.8090182499,-87.6591665992,POINT (41.8090182499 -87.6591665992),41.7788768603,-87.5949254391,POINT (41.7788768603 -87.5949254391)
