trip_id,the_geom,trip_start_timestamp,pickup_centroid_latitude,pickup_centroid_longitude,pickup_centroid_location,dropoff_centroid_latitude,dropoff_centroid_longitude,dropoff_centroid_location
55af8f6cf8044141da394ef08c12d60c04c9b3b5,0020000002000010E60000000AC055F141612C116C4044E573AA9D4623C055EDE6EF22622B4044EE1AB4E067A1C055EA7712502DA34044EFDF688C41A8C055EA101BD6A3A54044F150E5F6CB6BC055EA3B378C2FE54044F23EA5F1A46FC055EB496AA184564044F35AC0334B01C055E991392C6FC04044F61A958BC4A4C055E991392C6FC04044F61A958BC4A4C055E9FBDFCBF1CA4044F8DC6AD2835BC055E9FBDFCBF1CA4044F8DC6AD2835B,2021-01-31T22:00,41.7925923603,-87.7696154528,POINT (41.7925923603 -87.7696154528),41.9442266014,-87.6559981815,POINT (41.9442266014 -87.6559981815)
7f2369790082ce48afef0e082aa81684fc7815ed,0020000002000010E600000002C055E87EEB20E8054044F0C46D43CE82C055E8434266553F4044F33A73923E9F,2021-01-31T22:00,41.8809944707,-87.6327464887,POINT (41.8809944707 -87.6327464887),41.9002212967,-87.6291051864,POINT (41.9002212967 -87.6291051864)
caf34b9a9b5de4aebd1c3a58eea608eedc536b0a,0020000002000010E600000004C055E7E53CA7141A4044DA7178C24155C055E7E53CA7141A4044DA7178C24155C055E586BB1841004044DF41EE2BD50CC055E34A997E0D444044DEE10AAEA714,2021-01-31T22:00,41.7065878819,-87.6233665115,POINT (41.7065878819 -87.6233665115),41.7412427285,-87.551428197,POINT (41.7412427285 -87.551428197)
15d81a6e3337141ff9c39d519d014b09d8d6e261,0020000002000010E600000002C055EA8E9ADF64B64044F32A9841154EC055EBD862A27D114044F5EC46F0F954,2021-01-31T22:00,41.8997373884,-87.6649539167,POINT (41.8997373884 -87.6649539167),41.9212731053,-87.6850821101,POINT (41.9212731053 -87.6850821101)
17bfe368f99d373f0de5e27a6fefd696ff066380,0020000002000010E600000002C055EB496AA184564044F35AC0334B01C055ED2D6B28759E4044F080452B4A8A,2021-01-31T22:00,41.9012069941,-87.6763559892,POINT (41.9012069941 -87.6763559892),41.8789144956,-87.7058971305,POINT (41.8789144956 -87.7058971305)
cae6ff6c0d6bd90d5f15d48e801d06a36a421a43,0020000002000010E600000006C055EAB974A2B69B4044ECD5873E12D9C055EB496AA184564044F35AC0334B01C055EB496AA184564044F35AC0334B01C055EE2386405CA34044F3357B11A536C055F06311BE9B104044F1FF788BB8F9C055EE2E06101B734044FBE9AF5BA2BE,2021-01-31T22:00,41.8502663663,-87.667569312,POINT (41.8502663663 -87.667569312),41.968069,-87.7215590627,POINT (41.968069 -87.7215590627)
e7b350c56979ffb8d8297c517b5d3de6dcced24a,0020000002000010E600000004C055E91EADF2A9F24044E37B2AB80A54C055E76C0B6EB9954044DEBF0FEE3D3EC055E4A875C727524044E17B628852A3C055E4A875C727524044E17B628852A3,2021-01-31T22:00,41.7771962546,-87.6424975271,POINT (41.7771962546 -87.6424975271),41.7615779081,-87.5727819867,POINT (41.7615779081 -87.5727819867)
e82ee24ce37a44c50b58a6f502cfda31eafd4059,0020000002000010E600000008C055E87EEB20E8054044F0C46D43CE82C055E923C61E3A864044F15182D9AD94C055E870757DDEE84044F22E6FCD75F3C055E83F79649E4F4044F22F6FA3D8B6C055E79B8A03E2534044F209BBA24366C055E7BA942B0B404044F2FC8945050FC055E812C4F377774044F38E8F09D4B2C055E8DE6957E5F94044F81D3469563F,2021-01-31T22:00,41.8809944707,-87.6327464887,POINT (41.8809944707 -87.6327464887),41.9383912577,-87.6385749205,POINT (41.9383912577 -87.6385749205)
419391dd5d6001a9ad37e5f86c27b5d96f1cc0de,0020000002000010E600000004C055F26EBC8A88A54044F6BAEFB96E9EC055F312F59211304044F6F337568DBEC055F06311BE9B104044F1FF788BB8F9C055EEF7836E75594044F3FD4F0ABD0E,2021-01-31T22:00,41.9275798469,-87.7880088189,POINT (41.9275798469 -87.7880088189),41.9061678698,-87.7338570193,POINT (41.9061678698 -87.7338570193)
a3a509305a35e4ecb7debac4f0d4aac33fdebc1f,0020000002000010E600000006C055EE7CBC990AEF4044E7CAE221C1C8C055EE596D5312ED4044E5806E56482CC055EC85CC1EF4594044E2CBEEA12005C055EAA98361C65A4044E351A2C4DA73C055EAA98361C65A4044E351A2C4DA73C055EAA98361C65A4044E351A2C4DA73,2021-01-31T22:00,41.8108790078,-87.7263633246,POINT (41.8108790078 -87.7263633246),41.7759288274,-87.6665962653,POINT (41.7759288274 -87.6665962653)
14b7814515c5d14f3c0772a09eb8c05b52e937e4,0020000002000010E600000002C055E8D27084EFB64044F254E9E62700C055E7BA942B0B404044F2FC8945050F,2021-01-31T22:00,41.8932163595,-87.6378442095,POINT (41.8932163595 -87.6378442095),41.8983317935,-87.6207628651,POINT (41.8983317935 -87.6207628651)
6d7413102a752c2684fb56bcb4e249740b369cf9,0020000002000010E600000006C055E91EADF2A9F24044E37B2AB80A54C055E91EADF2A9F24044E37B2AB80A54C055EAA98361C65A4044E351A2C4DA73C055E8930542B8764044EBC926733308C055E8930542B8764044EBC926733308C055E8930542B8764044EBC926733308,2021-01-31T22:00,41.7771962546,-87.6424975271,POINT (41.7771962546 -87.6424975271),41.8420761168,-87.6339734222,POINT (41.8420761168 -87.6339734222)
885dbb869a0ef4312d227047644b3e29efaa08f1,0020000002000010E600000006C055E34A997E0D444044DEE10AAEA714C055E34A997E0D444044DEE10AAEA714C055E586BB1841004044DF41EE2BD50CC055E4A765C44FDD4044DD66097A8246C055E649D2DB08EF4044DA6254227EF6C055E649D2DB08EF4044DA6254227EF6,2021-01-31T22:00,41.7412427285,-87.551428197,POINT (41.7412427285 -87.551428197),41.7061257523,-87.5982558383,POINT (41.7061257523 -87.5982558383)
60f983877e6f3deb85dc0c31c0baa23591ddcba0,0020000002000010E600000006C055E991392C6FC04044F61A958BC4A4C055EB496AA184564044F35AC0334B01C055EB496AA184564044F35AC0334B01C055EE4D0B415A464044FA0EFAA51B5AC055EE2E06101B734044FBE9AF5BA2BEC055EE2E06101B734044FBE9AF5BA2BE,2021-01-31T22:00,41.9226862843,-87.6494887289,POINT (41.9226862843 -87.6494887289),41.968069,-87.7215590627,POINT (41.968069 -87.7215590627)
943d79eb22e35bb325d4a06ba1ebb2fca1ba4827,0020000002000010E600000002C055EBC20991F17C4044FA971438F20FC055EA71CD011C824044FB93BA3A999C,2021-01-31T22:00,41.957735565,-87.683718102,POINT (41.957735565 -87.683718102),41.9654457842,-87.6631958495,POINT (41.9654457842 -87.6631958495)
60c80d98cd01fce43df1c4607402466291c9237e,0020000002000010E600000002C055E92129434DE64044F08B6E3C2B7CC055E7BE590F86734044F14742A31477,2021-01-31T22:00,41.8792550844,-87.642648998,POINT (41.8792550844 -87.642648998),41.8849871918,-87.6209929134,POINT (41.8849871918 -87.6209929134)
b327323ad0191fe2a3f8f866359ebc0796312514,0020000002000010E600000002C055E87EEB20E8054044F0C46D43CE82C055E7A956F2FBC24044F29074C136DB,2021-01-31T22:00,41.8809944707,-87.6327464887,POINT (41.8809944707 -87.6327464887),41.8950334495,-87.6197106717,POINT (41.8950334495 -87.6197106717)
